address,avg_min_between_sent_txn,avg_min_between_received_txn,time_diff_between_first_and_last_mins,unique_received_from_addresses,min_val_received,max_val_received,min_val_sent,avg_val_sent,total_transactions_inc_cnts,total_ether_received,total_ether_balance,flag
13,0x001cb265c5606d79035059686ae5f94c6a4c2c2c,9520.7,5776.32,78197.58,2,0.095,0.265159,0.0,0.037563,9,0.36015854,0.097217423,0
14,0x001cf9871aeaf2acf72f144b16818b7e417b6dda,14106.66,3742.82,540061.9,11,0.0,1499.9995800000004,0.0,102.312148,56,1851.0063760000005,-1422.982347,0
16,0x001e6fbcd020823d3161df44bb5da6c34419eecb,3.13,4923.24,280803.43,2,0.016037,0.277689,0.015617,0.203593,114,11.6287514,0.023940002,0
17,0x001eb1e90d25e8c1372c38f2b2a36b49b6634235,27681.45,11171.03,842599.05,6,0.09,34.94,0.0,9.896423,37,182.2115661,-75.09543387,0
18,0x001f357ca93307571d8cd93d09ce25a3660429af,770.29,3.82,2318.5,1,7.772,19.995,3.7,9.255226,5,27.767,0.001323,0
19,0x001f99982965a3792077893ecadc7be0c61d613c,163.78,1.11,329.78,2,44.048882,56.95111800000001,0.61,50.499487,4,101.0,0.001026218,0
20,0x00235134f8335d48cf506b25cc376fc84520588b,0.0,6324.45,113840.02,5,0.0,12.782766,0.0,0.0,19,101.9235724,101.9235724,0
21,0x0023a6a2c8316ccfb083a194aa5668bd75891455,725.77,41108.66,292841.02,4,0.0,17.949074,2.0,22.441764000000006,14,58.85070376,-98.24164672,0
22,0x0029a9b2ea1e45e32fb6344b117388515858d040,91.14,64.3,712.88,4,0.5,5.0,0.377203,1.749551,9,8.75,0.002245057,0
23,0x002a68f53b92cef5ee4e7ce015b78408f20942bb,2477.34,6928.28,892782.2,1,0.013556,0.501254,0.1,1.2625,134,43.17587621,33.07587621,0
24,0x002ab919205b134d05d0746e22c7f8000523c660,0.0,13339.9,226778.27,6,0.0,11.291416,0.0,0.0,18,82.62366163,82.62366163,0
25,0x002b043689ad84008fffab16afc1955f5a3aebde,0.0,0.0,30.65,1,4.999,4.999,4.99774,4.99774,2,4.999,0.00126,0
26,0x0031ebb20a0aaf8c67be012bb3a3483d75269635,1797.42,60933.08,330187.83,3,0.0,30.0,0.0,0.760256,85,35.0,-27.341,0
27,0x003300d3d2c46983b9a55b07b9b2ab47d6228111,0.0,0.0,68.87,1,0.5476489999999999,0.5476489999999999,0.546389,0.546389,2,0.54764892,0.00126,0
28,0x0033fd555da940b923a7f6f465cc4d9088724263,155.22,112602.93,338429.65,3,0.0,2.337156,2.0,2.104909,7,4.5371564000000015,-3.882478376,0
29,0x0034f7473531239b1799bc7f14ff97d5303a5a93,14626.26,6594.93,955278.0,7,0.00979,1100.0,0.0,43.052269,73,2351.714972,-188.368881,0
30,0x0036ed1e6299bb586ac70ebdfa336f06714a9556,0.0,5498.63,291427.53,4,0.0,1.002204,0.0,0.0,54,26.75944516,26.75944516,0
31,0x0038ab9bf479faa2997522b3cf9492153ea6b33f,3.33,51068.75,561789.58,8,0.022663,20.799,0.923126,5.621492,21,56.22253457,0.00761642,0
32,0x003b9a44dcc7b59546a8b1c1e7dccd57eb99f07d,1128.56,0.0,2257.12,1,1.7479810000000002,1.7479810000000002,0.0,0.0,3,1.74798122,1.74798122,0
34,0x003d8b1e6723960d60367a719fe65e08643a2a80,0.0,648.26,449889.15,4,0.0,22.0,0.0,0.0,695,1123.399095,1123.399095,0
35,0x003e2b1599587a6c2f38928ea8f874a74fb1bbbc,45.91,58.88,450106.65,1337,0.0,3140.99958,0.0,37.84572100000001,8959,223047.6014,-2891.354427,0
36,0x004534ebd59b0b094da701dbfd952ef605470128,0.0,0.0,4.87,1,0.003,0.003,0.0,0.0,2,0.003,0.003,0
37,0x0045eb75acf6e1cb1d9ec41e352a879e2cd50b35,1067.84,128.81,636162.82,1,0.443993,3.602495,0.0,67.923395,4443,4618.823828000001,0.03299662,0
38,0x00462f4a169c1dc0b9dc428aa37d394c8abf1266,1051.87,85496.6,345142.02,2,0.0,3.508474,0.0069999999999999,3.683667,7,5.583810700000001,-5.467189299999999,0
39,0x00472c1e4275230354dbe5007a5976053f12610a,2.12,0.92,21206.93,3,1.0,20.0,0.0,0.0,10003,44.0,44.0,0
40,0x004853f00fab90ab60cf1e609b0b61494b90164c,17441.04,1245.91,160707.1,2,1.0,49.995,0.0,6.226376,12,56.99,0.952613114,0
41,0x004e1c2a12ac1d0b70907c702892f397a4769bfb,45561.42,26284.49,802574.4,7,0.0,45.4,0.0,20.32769200000001,21,175.4,-88.86,0
42,0x004f1cea50b057ad8b6f445e128edbdc9b48902b,379.78,56424.63,339687.12,6,0.0,1.515068,4.5,4.5,9,5.333648999999999,-8.166350999999999,0
43,0x005073a74dd37889bebbf9de7550dea7666f625b,1478.05,51541.26,355017.02,3,0.0,51.0,0.0,2.307983,39,58.81983438,-17.34361821,0
44,0x005457078e3c355023433874edffc8b254881334,164.22,0.0,328.45,1,101.0,101.0,1.335323,50.499487,3,101.0,0.001026218,0
45,0x00595d5ec3bb583428a0304b2940a70d7f553aef,1790.44,450.56,13445.97,5,0.2,10.0,0.199528,2.614933,12,15.69308421,0.003489099,0
46,0x0059782ecd69fb5413c5e1a98b40c28dff061162,803.95,112925.21,340383.53,2,0.0,6.995,6.955496000000001,6.955748,5,7.0,-6.9114960000000005,0
47,0x005b98bb53be9d5789d27aa1c69ec8a789eff9c1,18649.44,15420.31,266825.07,3,0.195,4.0,0.0,0.759219,15,6.695,-1.6564050330000002,0
48,0x005cb96b96c8fe801f89500df6ee38dc5fa0081f,65.85,32.24,204236.48,1471,0.0,799.99874,0.0,15.276167,4024,33856.6182,-10.64504551,0
49,0x005d3bffd33b1a012279d25d30f75133584404db,181.7,56819.72,286279.03,5,0.0,174.995,0.1,59.51666700000001,17,315.425,-398.775,0
50,0x006482de8230af0f8e2918a439c7826fe8642a43,23359.72,27049.27,1169229.5,6,0.0,972.434,0.0,85.766674,48,2372.483424,-629.3501786,0
51,0x006743c8992ca6d54c23fa3a745a4781b3817f0c,20827.93,0.0,186707.1,1,10.0,10.0,1.621938,12.688992,9,10.0,-91.51193767,0
52,0x0067e167caf808eaa6f642d9232e54ff7bb47c07,4183.18,1470.01,962956.75,57,0.0731,117.7,0.0,3.288313,321,561.0865,-34.0981,0
53,0x006aaaff2ff3358bc8453febaba4e236b028df80,1969.46,288.59,97419.95,4,0.09,99.99,0.0,6.758479,58,258.1039104,-66.3030896,0
54,0x007174732705604bbbf77038332dc52fd5a5000c,76.32,74.96,754216.92,4848,3.8e-05,12867.39971,0.0,43.26697,10002,144402.6609,-3743.443847,0
55,0x0071763e7e796eeb4c32f083aa4a3ac2f33bf5c0,26.01,82.8,652.87,5,0.77,1.3,0.769559,1.047197,12,6.28594603,0.002762225,0
56,0x0071c78d72b78818b0d507c114674a7ce6bc4f18,8174.66,3.43,24534.25,1,0.001,0.34,0.01,0.146551,6,0.441,0.0013463879999999,0
57,0x00733965a4f189034c4cd0e7d38c877a34ba0b63,628.48,672.28,4486.98,2,0.740937,6.12616,0.0,1.3723459999999998,7,6.86709731,0.00536902,0
58,0x00760b09a77e7a4f6ea7e7fdf17f93f8d898c870,0.0,0.0,2.5,1,0.8548709999999999,0.8548709999999999,0.8538209999999999,0.8538209999999999,2,0.85487138,0.00105,0
59,0x00761aebf8420f0325f7d3a9161a8bb6a96e550b,0.0,0.0,8873.97,1,0.134989,0.134989,0.134569,0.134569,2,0.13498893,0.00042,0
60,0x007a010f85605b7f9ecd0e26a7cfa3987bb3e43f,22.94,14237.49,242427.3,1,0.017319,0.125315,0.002319,0.047446,34,0.86455069,0.05797088,0
61,0x007bb0518b03f1a8c00e9bb545640800d1e91444,7750.02,59605.36,531093.05,2,0.545459,27.48646,0.0,1.013286,15,49.1567487,42.06374870000001,0
62,0x007cafba4edd0e25a664530e3cac0ffadb101fd8,621.07,5012.75,93911.63,9,0.5,379.0,0.0,48.273105,35,675.9137486000002,0.090278633,0
63,0x0080214c803a073c18aaadd7b99cfd08c3945b09,13243.1,38530.77,414518.23,5,0.0,1.169147,0.0,0.421015,17,2.16637118,-1.622766947,0
64,0x0080359f18daa3f2906e347a589ffd49c07c6258,5815.7,845.41,1040169.4,1,0.20001,2.1578880000000003,5.0508510000000015,6.696126,1054,250.89045640000003,50.00667943,0
65,0x0083704ad2f3e9f58e71593459462875255b7bd2,1905.13,728.9,240610.1,4,0.5,69.995,0.0,0.647486,130,76.61817535,-3.670073533,0
66,0x00893fa05c19ce3895d0d5577db0ddb02d5cbd47,24.63,3319.39,10032.05,3,0.04,10.805,0.038953,5.281031,6,15.845,0.001907957,0
67,0x0095e1a57555e5d5e9ee041bc5953d1c37729cdc,59.56,24076.63,120621.38,2,0.001,0.669937,0.00074,0.21567,9,0.86753194,0.0048509999999999,0
68,0x009663d80363fa044763ef5331280081c95c94be,0.0,0.0,28803.42,1,12.0,12.0,11.999559,11.999559,2,12.0,0.000441,0
69,0x009f93582e0c195ac9d3f2b9c1f31cf44e2e9561,56814.86,62086.18,294616.95,2,0.0,20.0,4.952493,13.301956,5,20.0,-19.90586873,0
70,0x00a4862d4407296f92005eff2f51fa5cbb3c6077,2.23,0.0,8.92,2,103.561873,1897.438127,0.001078,500.249528,6,2001.0,0.001886545,0
71,0x00a527d60d31b337d571acd17dca172003636356,52.48,287.13,9299.17,13,1.761724,2.1609830000000003,1.761261,2.375185,52,57.01714267,0.012708609,0
72,0x00a742825749d9a1b3e2455362ac4e81dc01162c,1466.39,44699.56,321695.25,5,0.0,23.601366,0.0,15.753561,13,76.5524362,-17.96892874,0
73,0x00a87bd6b716f1a50504b8eff2d416de0690070e,25905.07,1129.25,161076.67,1,0.099,27.517666,0.002079,11.41756,11,68.50958028,0.004221,0
74,0x00adb936b9636ccc4211533c7f1a0d2c53466b85,3834.85,2945.2,620113.1,18,0.0,44.425356,0.0,3.5717830000000004,174,417.5553096,-14.6304328,0
75,0x00ae0c1fd293038c2b24a715e6fabacda6012b55,3880.52,1645.59,101238.1,5,0.99,8.995,0.0,2.350007,33,49.37569865,0.025560232,0
76,0x00af29056355cbe37df9724436eef327f5f88157,21466.84,20051.27,674198.88,5,0.0,20.095,0.0,4.835781,32,60.80008333,-50.42288815,0
77,0x00bd1bba3519746a5b7d0bede063f14d48dfdf2b,1904.23,4621.92,72065.0,9,0.01,10.0,0.0,1.118571,25,17.52914441,-0.367999256,0
78,0x00bd9fd57c423a1b1c969823d409156d90974d77,248.61,17068.13,611682.27,9,0.0,600.98832,0.0,1.206055,1175,1379.827042,-14.37230628,0
79,0x00bf8ef866b3d8139c982961f6850fadc17f1d48,10154.24,5026.86,1009090.55,10,0.0,40.136798,0.0,3.933071,112,262.5381628,-79.63904036,0
81,0x00c2abd0ab9fc13fbc8baac19dc30aec31704d4e,3517.86,7188.55,381840.42,11,0.0,790.9994370000002,0.0,100.90074,79,3310.500353,-1633.635915,0
82,0x00c316e5099530e7af8e5bfade517b395acf8639,20.41,0.0,102.07,1,101.0,101.0,0.2,20.199496,6,101.0,0.00252,0
83,0x00c481dd22fba34f7dac2d46f0c1172c7abb9f0e,0.0,8831.65,291444.58,5,0.0,23.462797,0.0,0.0,34,46.27232361,46.27232361,0
84,0x00c6b386f92e1841c3a9dde2bf97a8950f0b0c31,244.78,169.09,16284.15,3,0.009559,0.405838,0.0,0.010066,69,0.97255313,0.35855313,0
85,0x00c8a33b90a749f7433e08e5d4c7034e405a94b4,0.0,0.0,169.87,1,0.4494770000000001,0.4494770000000001,0.447277,0.447277,2,0.44947692,0.0022,0
86,0x00ca022d429d853c3f28070b410b13bc4438926b,0.0,0.0,2250.73,1,0.86761,0.86761,0.8669899999999999,0.8669899999999999,2,0.867610131,0.00062,0
87,0x00cb28b1d4437357fdb57967e21be18c415ca05e,408.32,170321.78,341868.53,2,0.0,0.46,0.041,0.280059,5,0.46,-0.380176274,0
88,0x00cb985681dd0cf13cff257a7324d97ea1e3ff32,5801.32,3041.25,614761.98,10,0.060587,200.0,0.0,8.995439,125,745.9391851,-18.67313494,0
89,0x00cbdec4dd1b322810683c0e977d4fa237fecf7e,3.6,0.0,10.8,2,437.787303,1563.2126970000004,8.511289999999999,666.999528,5,2001.0,0.001414909,0
90,0x00cd7d76d3e93819c19fd7296386b816234b489e,0.0,0.0,7.53,1,1.0,1.0,0.996747,0.996747,2,1.0,0.00325311,0
91,0x00ce20fbdedc38fb559728265edbb26b63fbb377,13.67,40512.33,688942.0,5,0.01,69.995,0.009515,12.28679,34,208.8864824,0.011052491,0
92,0x00cfdefb1e800e4743288734adc727fae6659f74,193.0,0.0,772.02,1,0.39,0.39,0.0,0.099442,5,0.39,-0.00776788,0
93,0x00d4a560da94790c8d508a7edda6465d7a3e9a49,20981.23,121771.36,596107.57,3,0.02,20.173085,0.0,2.833016,14,31.19308507,0.029906,0
94,0x00d8a10e21f443758240eed09897cef08314618d,129.61,26178.65,288353.97,5,0.0,249.812075,10.0,240.576616,14,362.7495057,-358.9803421000001,0
95,0x00da8417b2c53b1fac15fafddf9854285959e9b6,0.0,0.0,31.28,1,0.732876,0.732876,0.7316159999999999,0.7316159999999999,2,0.732876,0.00126,0
96,0x00df7c16597385f31dfc87d1e103eaab28fc0f8d,5.88,0.42,18.47,2,560.184406,1440.815594,0.6064,666.999528,5,2001.0,0.001414909,0
97,0x00e40876d147fdc499afa3f5a49cf6fe6256f196,21.65,0.0,64.95,1,101.0,101.0,1.093799,33.666149,4,101.0,0.0015539999999999,0
98,0x00e87b69cf3686e028f96d14cd79ec30983e0f53,31239.32,984.92,251884.43,2,1.0,2.0,0.0,0.34,10,3.0,0.28,0
99,0x00eb6923331d35ba68b9e36ff99d0c035ffed9e5,997.32,84555.41,342210.95,3,0.0,2.995,2.2,2.591529,8,5.245,-5.121116224,0
100,0x00f166114c211b7e71e09bfd5d6ffee8716bc0cb,9.02,12.37,952.85,8,0.0,49.99952800000001,0.0,1.990643,93,117.475363,0.027399237,0
101,0x00f3c39b641a3533b95dd30b4f5b3a87ba9044ca,3.62,0.0,10.87,2,437.511331,1563.4886689999996,2.000775,666.999528,5,2001.0,0.001414909,0
102,0x00f8513a3819c085ba1d3cd84a15c5df45b7ee35,15.48,0.0,46.45,1,101.0,101.0,9.999496,33.666149,4,101.0,0.0015539999999999,0
103,0x00f8de11eada0ce48200cd7f2214082954a9fe44,63819.21,336.67,511227.0,2,0.006845,1.595,1e-05,0.458381,10,1.6018449,-2.065204501,0
104,0x010c41f9ada72d7993973ee274c6cc93a309f805,161.67,0.04,323.42,2,24.612212,76.387788,2.4845,50.499508,4,101.0,0.000984218,0
105,0x011b1cd5eaebc4d52bd2a6c928d45d93af642a58,5.05,0.0,20.18,2,497.549392,1503.450608,1.0,500.249528,6,2001.0,0.001886545,0
106,0x011bed5908623f6adfcd54872ed88e0dc713a1bf,157.32,0.0,314.65,1,101.0,101.0,1.041843,50.499508,3,101.0,0.000984218,0
107,0x0120a41636716d5717e92a2a960580a0961df73f,36.98,0.0,73.97,1,30.0,30.0,10.673034,14.999496,3,30.0,0.001008,0
108,0x012dbb1d6e6aaae7a0bf5f610a5fb44e308bb433,3.21,0.38,10.38,2,908.853504,1092.146496,0.100592,666.999528,5,2001.0,0.001414909,0
109,0x012ef110b256b0e6b80aea1478d74b1b4a1eabb9,108.58,0.82,327.37,2,46.981604,54.018396,4.0,33.666165,5,101.0,0.001506437,0
110,0x01390fbe18c3c5ae9f91b13ade67d19bce75c5e1,0.0,2336.51,228977.53,3,0.0,1.169411,0.0,0.0,99,93.10979582,93.10979582,0
111,0x0155a63bc4cb378cb9b4dc10c8e777943bba9c2a,26.4,620.61,138977.15,5,0.261456,820.0,24.49958,418.874903,380,68276.71402,0.104811001,0
112,0x0160cf072f092a70e8def0537b8329350282a8d4,3500.97,14465.72,816620.55,1,0.01,1.001431,0.27,2.128333,61,25.39458564,12.62458564,0
113,0x016cd40242a3b50902c84088092ef87c85d782b3,2809.83,3186.72,376480.78,12,0.0,49.477281,0.0,9.990969,125,556.364853,-23.1113442,0
114,0x016d12db5620e094868f95b9c6fd2057032b7446,19121.43,11.04,267722.13,1,0.8971,6.6012,0.002749,0.677948,16,7.4983,-1.99296836,0
115,0x016e0ddc9631f662539fb1882458e5df00791565,1396.24,1470.58,1150335.93,8,0.009918,1.00563,0.0005,0.8604860000000001,793,183.6186244,0.335129226,0
116,0x016f855e1d3a7737f7da894b1dd6e86a3353225d,30200.21,109066.9,617468.87,4,0.01129,21.32,0.001619,3.611791,10,21.67211742,0.00137294,0
117,0x01716102b6ea467289897effc84cf136bd0b6c32,0.0,1426.21,226766.85,5,0.0,1.021547,0.0,0.0,160,146.2768721,146.2768721,0
118,0x01889bfb1bd897ff4f23cb25f9dde7b3a012dbca,0.0,0.0,10.93,1,2.75,2.75,2.74938,2.74938,2,2.75,0.00062,0
119,0x018b9224ee3f8f362f553835d27da391fc5af9d9,24.47,0.0,73.42,2,29.231127,71.768873,2.0,33.666159,5,101.0,0.001523001,0
120,0x019444358934627777f19f0cc121f5fc00e7bab8,1449.95,556.53,520700.2,4,0.002178,4.504509,0.0,1.597554,629,305.2343334,0.101450356,0
121,0x01969235b1145fc6e8b1efab8ddbe56cfe313f3f,5.13,3733.57,127115.7,1,0.103256,1.000945,0.102815,0.384883,68,13.10198159,0.015961896,0
122,0x01a35a131f90dd33dec9a0995aaa60720c046938,0.0,27224.25,353915.25,5,0.452055,3.80983,0.0,0.0,14,17.40140661,17.40140661,0
123,0x01a9e95ef766394893dbfb824c66c91b301b913d,24.86,0.23,75.03,2,39.560242,61.439758,5.836762,33.666163,5,101.0,0.001512,0
124,0x01ad2af80301bcd6b5bd737699a6a7b51a24152a,20.87,0.0,62.6,1,101.0,101.0,1.202016,33.666149,4,101.0,0.0015539999999999,0
125,0x01bf959b281ac74e7fb3b98c880dbe88bab2e2a4,6.0,37680.11,301482.83,4,0.11,58.75344499999999,0.129412,11.24715,15,78.74344479,0.01339322,0
126,0x01cb670a5b57ddf7fa27b455ba2d9357f1dec6b0,155.16,0.0,310.32,1,101.0,101.0,0.2,50.499508,3,101.0,0.000984218,0
127,0x01d41e16362b141332db90f69785dbe58f0dc4ee,13.6,0.0,40.8,1,101.0,101.0,0.05,33.666149,4,101.0,0.0015539999999999,0
128,0x01df8ecad36d5eae229e6f5ae784428a9191c6ee,364.17,230.02,376485.87,554,0.019415,49.749538,0.006532,0.995851,1239,679.6224223999999,0.45179059,0
129,0x01f6c17b828f211909453550ac925b3a19a583d7,1.97,1332.65,2669.23,2,53.995,538.205,53.994443,296.0994560000001,4,592.2,0.001088977,0
130,0x01f70159be7361ccfcfe85bd4bbffe63ec00e214,8197.19,3055.47,946931.97,18,0.0,153.99,0.0,11.861401,145,959.0416393,-203.3756139,0
131,0x01fd68c62d8b18f5f01f184656b0b8de18ccb7aa,0.0,0.0,13.88,1,4.995,4.995,4.98,4.98,2,4.995,0.015,0
132,0x0208764c8e34d0f980677f10867444f4cb27825c,1.97,0.0,5.9,2,439.322618,1561.677382,1.3716,666.9993900000002,5,2001.0,0.001830667,0
133,0x020aaf9192743375b50ab13976aa8e86d50852f5,161.06,0.63,323.38,2,11.072192,89.927808,2.660313,50.499508,4,101.0,0.000984218,0
134,0x020d6af0b51290d19e73a053ca33fa42da3a18fd,5.95,123984.24,743941.13,5,2.802,8.58,2.800476,5.84204,12,35.062,0.00975847,0
135,0x020d818ebb9f1bd587acae00a48b93424d37bb84,93612.1,10060.62,992074.2,3,0.0003,0.133269,0.078168,3.958433,82,7.918215339,0.00135,0
136,0x020de3ebd3560b4e3cec1a8b34a3f2dff5e31f88,5.75,8482.58,152789.92,7,0.43,15.5,0.429384,5.465914,36,98.4,0.013551552,0
137,0x021201236965565462cd458df7d70f737d63d4d6,5.66,16246.22,178770.6,11,0.375549,2.29385,0.375314,1.017056,22,11.19922425,0.01161011,0
138,0x021da14749518f5d036a1891a063d2ab5db1b733,72100.0,10243.09,1019244.7,4,0.1,306.0,0.0,80.696,21,1049.518271,0.47027113,0
139,0x02298b9f2517b0dc60929c53a69dea884494a32b,163.02,0.94,327.92,2,32.780812,68.219188,0.001982,50.499508,4,101.0,0.000984218,0
140,0x022cbf4576d9c1c47836962c2d1085f0ff9177fc,162.38,0.63,326.03,2,48.19835,52.80165,0.005731,50.499508,4,101.0,0.000984218,0
141,0x023096bf0b4d933256f98b85b648586e75105277,132551.76,47103.98,936622.48,3,0.0,5.0,0.0,2.171335,9,8.23425725,-4.793751,0
142,0x0236e5eae1708bfab9a699e8268e7521b0e6b95e,0.0,0.0,948.73,1,1.0,1.0,0.999559,0.999559,2,1.0,0.000441,0
143,0x0241899d2e42ca0fbf46d1a75ef429c7e061cded,0.0,19247.54,250218.08,4,0.0,1.000578,0.0,0.0,14,5.88569015,5.88569015,0
144,0x0244d7e1ffe01940b1ffcebca3f09efab13fe664,159.83,0.92,321.5,2,14.242353,86.75764699999998,2.0,50.499508,4,101.0,0.000984218,0
145,0x02459d2ea9a008342d8685dae79d213f14a87d43,22.05,21.34,232149.93,189,0.000572,8770.13158,0.001,3210.983135,16736,28581590.07,629.1782661000002,0
146,0x02494bfc78c74a5aa1c5b7b92757f9f37b2dcc5f,6736.68,1019.6,182217.27,72,0.02,1.0,0.359475,0.56413,89,9.03258,0.006507092,0
147,0x024e8f301490466665e2402840f44881690bdb57,17363.42,3975.35,77404.38,1,4.995,8.995,4.994559,7.918247,6,13.99,-17.682988,0
148,0x024f443f33e173e7a4dee5bc48c2132862f4a5c7,0.0,0.0,2259.65,1,12.123629,12.123629,12.123009,12.123009,2,12.12362879,0.00062,0
149,0x02524995562b26980f0fa0d9e34ab1dc0d5e2283,160.19,0.15,320.68,2,36.096668,64.90333199999999,1.0,50.499508,4,101.0,0.000984218,0
150,0x025aaf76b2157cadc814a145afb6d869753e73ff,3.54,3346.38,6699.85,2,0.201984,1.000291,0.201564,0.6007170000000001,4,1.202274835,0.000840005,0
151,0x025ba18cb327c8d968470936ba8f340a47fd6a43,0.0,4097.93,192602.83,5,0.0,52.4624,0.0,0.0,48,558.6370505,558.6370505,0
152,0x02605b528db3667cd34d3ca2f95b463ffcdab3a5,152.67,0.0,305.33,1,101.0,101.0,5.0,50.499286,3,101.0,0.001428506,0
153,0x02618fd3c75554000c4a1bd2da6df06305c28635,0.0,0.0,20.93,1,2.39451,2.39451,2.394006,2.394006,2,2.39451049,0.000504,0
154,0x026c1f10245d9f5950e4a4efbb97c97b5419ff2d,22.91,0.0,68.72,1,101.0,101.0,0.11005,33.666149,4,101.0,0.0015539999999999,0
155,0x026cb4a26bffb77427d6c2a8e5fd0995bff09688,6.38,2935.83,205942.0,70,0.043146,14.583474,0.042726,2.077035,138,141.2676352,0.029244115,0
156,0x026ee796ed70271cb22f3a619963b2d6dc46129c,0.0,0.0,1.32,1,0.70724,0.70724,0.7064,0.7064,2,0.70724002,0.00084,0
157,0x027421c8a2b34992cf191496dca553766597f78a,162.63,0.43,326.13,2,21.595231,79.40476899999999,0.22,50.499508,4,101.0,0.000984218,0
158,0x027beefcbad782faf69fad12dee97ed894c68549,71.83,27.81,511631.95,333,0.0,7000.0,0.001,214.505344,10002,385159.4122,-752576.9329,0
159,0x02819d258d099eafc2e1afbee0ec126b219fb0ec,3.59,0.0,10.78,2,521.161647,1479.838353,4.07,666.999528,5,2001.0,0.001414909,0
160,0x02825fb4eb4cffaa181ccd5b2208a9d2d7c62013,26.18,20470.41,81986.35,2,1.372664,9.5925,1.36962,6.23386,8,24.94772779,0.01228876,0
161,0x0286f95399e27692f161ed91968ea43c47023a3e,10.53,2020.11,24336.13,2,0.995,15.99543,1.445791,8.946717,21,80.52458359999999,0.004129493,0
162,0x028ffe3d16df8eb97df443dd37478a9f0dd13077,159.52,0.0,319.03,1,101.0,101.0,0.461097,50.499508,3,101.0,0.000984218,0
163,0x02959ba85385b49fae65acfa7b90f79427b9c2eb,2411.88,84822.03,365818.75,3,0.0138229999999999,1.161912,0.0,0.112727,15,1.27532199,0.03532431,0
164,0x029798d4c234549b24dcfe12fb03ac50aa1b453e,3827.27,1074.42,1921036.52,1,0.200004,28.010089,3.327554,47.960507,1624,3111.258825,41.78640022,0
165,0x029dca74053990795945b01cccc987524706eb20,22.77,0.0,68.3,1,101.0,101.0,2.25,33.666149,4,101.0,0.0015539999999999,0
166,0x02a70f1f4449443fa36c14388479488d460007d7,484.97,13360.06,237790.27,13,0.006783,1.243,0.0,0.203076,39,4.47824154,0.01058002,0
167,0x02b346a34e1559886e6ca1631cb74d7895465197,16472.66,8727.64,915822.2,9,0.0,10.0,0.0,0.911633,65,40.10491576,-0.918555982,0
168,0x02bc7852a518c506e2bf23c952ec9f341f2f2e0e,0.0,1995.75,319320.53,3,0.0,1.6777259999999998,0.0,0.0,161,107.2089593,107.2089593,0
169,0x02bf92165342a788b50e8b9de173116270192328,1.88,0.0,5.65,2,100.470569,1900.529431,0.024528,666.999528,5,2001.0,0.001414909,0
170,0x02c68e3de38b00f958a53bd9182d09120312b2a2,367.75,5872.92,868228.45,21,0.25,370.892142,0.0,4.987012,1329,2778.180693,-3500.466893,0
171,0x02d11dcf702df6b41d0b09acf7f9589000f99d99,0.0,0.0,14.38,1,1.373735,1.373735,1.358735,1.358735,2,1.373735,0.015,0
